,anime_id,name,genre,type,episodes,rating,members
695,6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1.0,7.89,15220
696,80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43.0,7.89,51566
697,1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.89,11343
698,20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2.0,7.89,104775
699,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8.0,7.89,63265
700,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1.0,7.89,5663
701,1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25.0,7.89,92088
702,11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12.0,7.88,534657
703,32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8.0,7.88,7999
704,11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1.0,7.88,105183
705,28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25.0,7.88,152811
706,13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13.0,7.88,117091
707,1520,Black Jack,Drama,OVA,12.0,7.88,14414
708,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13.0,7.88,336349
709,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1.0,7.88,22774
710,10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4.0,7.88,14348
711,6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1.0,7.88,70787
712,251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78.0,7.88,58150
713,18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12.0,7.88,359011
714,875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1.0,7.88,32756
715,795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39.0,7.88,11424
716,33994,Servamp Specials,Comedy,Special,3.0,7.88,5973
717,18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3.0,7.88,121063
718,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1.0,7.88,3089
719,16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1.0,7.88,85013
720,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51.0,7.88,60027
721,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1.0,7.87,61020
722,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12.0,7.87,83343
723,31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12.0,7.87,213342
724,15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12.0,7.87,266657
725,33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13.0,7.87,1043
726,570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1.0,7.87,62464
727,5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13.0,7.87,386048
728,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1.0,7.87,23453
729,1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24.0,7.87,305837
730,90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49.0,7.87,86001
731,91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3.0,7.87,28485
732,2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1.0,7.87,24278
733,210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161.0,7.87,105212
734,1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6.0,7.87,16804
735,19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12.0,7.87,118341
736,534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26.0,7.87,73476
737,9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1.0,7.87,70391
738,2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52.0,7.87,9008
739,407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45.0,7.87,16591
740,6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24.0,7.87,231079
741,1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42.0,7.87,14869
742,1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40.0,7.87,5600
743,8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.86,44900
744,951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142.0,7.86,4739
745,12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1.0,7.86,14938
746,2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12.0,7.86,55825
747,19115,Giovanni no Shima,"Drama, Historical",Movie,1.0,7.86,10115
748,6904,Hellsing I: Digest for Freaks,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",OVA,1.0,7.86,20263
749,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1.0,7.86,20397
750,4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1.0,7.86,8911
751,32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1.0,7.86,9729
752,15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2.0,7.86,11401
753,16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1.0,7.86,21489
754,31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6.0,7.86,75502
755,396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13.0,7.86,18580
756,8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12.0,7.86,146697
757,20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13.0,7.86,123529
758,9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13.0,7.85,80394
759,7305,Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.85,4069
760,226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13.0,7.85,623511
761,644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2.0,7.85,21164
762,2405,Hello! Lady Lynn,Drama,TV,36.0,7.85,1757
763,15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2.0,7.85,68623
764,10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13.0,7.85,86196
765,6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",OVA,4.0,7.85,12413
766,444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13.0,7.85,14983
767,82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6.0,7.85,22609
768,15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10.0,7.85,218231
769,30347,Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural",OVA,2.0,7.85,37540
770,31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1.0,7.85,94839
771,1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24.0,7.85,91530
772,517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2.0,7.85,40868
773,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1.0,7.85,3304
774,30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1.0,7.84,22279
775,22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24.0,7.84,492133
776,14941,AKB0048: Next Stage,"Music, Sci-Fi",TV,13.0,7.84,22302
777,978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13.0,7.84,5606
778,2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2.0,7.84,88699
779,14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,7.84,12963
780,10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6.0,7.84,14725
781,20431,Hoozuki no Reitetsu,"Comedy, Fantasy, Supernatural",TV,13.0,7.84,47619
782,15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports",Special,9.0,7.84,32215
783,1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3.0,7.84,38643
784,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1.0,7.84,87369
785,28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Shounen, Supernatural, Vampire",TV,12.0,7.84,190058
786,398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2.0,7.84,11044
787,20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13.0,7.84,98544
788,2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",TV,31.0,7.84,6919
789,8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24.0,7.84,184520
790,12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12.0,7.84,90625
791,30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1.0,7.84,8838
792,30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2.0,7.84,19586
793,6347,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",TV,13.0,7.83,301282
794,3841,Chi&#039;s Sweet Home,"Comedy, Slice of Life",TV,104.0,7.83,36307
795,8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24.0,7.83,130689
796,9982,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,5.0,7.83,83421
797,1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life",OVA,3.0,7.83,15085
798,33082,Kingsglaive: Final Fantasy XV,Action,Movie,1.0,7.83,15508
799,1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1.0,7.83,11957
800,14407,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1.0,7.83,45568
801,1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen",Special,2.0,7.83,44388
802,290,Seikai no Monshou,"Action, Military, Romance, Sci-Fi, Space",TV,13.0,7.83,26379
803,154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64.0,7.83,169517
804,11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25.0,7.83,893100
805,5074,Tetsuwan Birdy Decode:02,"Action, Comedy, Sci-Fi",TV,12.0,7.83,29622
806,31733,Bishoujo Senshi Sailor Moon Crystal Season III,"Demons, Magic, Romance, Shoujo",TV,13.0,7.83,16530
807,1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24.0,7.82,81408
808,4177,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26.0,7.82,79026
809,10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1.0,7.82,39077
810,9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1.0,7.82,2688
811,985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1.0,7.82,43673
812,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",TV,13.0,7.82,33466
813,6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3.0,7.82,10720
814,27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13.0,7.82,114904
815,21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1.0,7.82,83795
816,3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Comedy, Police, Slice of Life",TV,373.0,7.82,4734
817,474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4.0,7.82,23138
818,1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1.0,7.82,8405
819,9510,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8.0,7.82,26468
820,5751,Prince of Tennis: Another Story - Messages From Past and Future,"Comedy, School, Shounen, Sports",OVA,4.0,7.82,9487
821,3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6.0,7.82,19044
822,13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12.0,7.82,135929
823,13851,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6.0,7.82,57166
824,6956,Working!!,"Comedy, Slice of Life",TV,13.0,7.82,189367
825,9441,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13.0,7.82,20397
826,233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78.0,7.81,12673
827,2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1.0,7.81,37078
828,345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12.0,7.81,23877
829,71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24.0,7.81,256325
830,10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22.0,7.81,460959
831,9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1.0,7.81,76286
832,160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13.0,7.81,56839
833,3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26.0,7.81,58993
834,2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1.0,7.81,178880
835,2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1.0,7.81,4368
836,32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1.0,7.81,46823
837,33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",OVA,8.0,7.82,19317
838,13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13.0,7.81,22796
839,2963,Minami-ke,"Comedy, School, Slice of Life",TV,13.0,7.81,105471
840,87,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1.0,7.81,19258
841,20,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220.0,7.81,683297
842,31953,New Game!,"Comedy, Slice of Life",TV,12.0,7.81,91932
843,28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen",OVA,1.0,7.81,41368
844,1002,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6.0,7.81,38691
845,9471,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2.0,7.8,67684
846,150,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,50.0,7.8,208321
847,60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24.0,7.8,140865
848,19671,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7.0,7.8,35956
849,120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26.0,7.8,242553
850,74,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26.0,7.8,52995
851,30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,7.81,10558
852,8426,Hourou Musuko,"Drama, School, Slice of Life",TV,11.0,7.8,53426
853,33209,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14.0,7.8,1119
854,2547,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46.0,7.8,7515
855,22101,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12.0,7.8,99462
856,182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26.0,7.8,83437
857,21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,7.8,3735
858,28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12.0,7.8,73909
859,16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24.0,7.8,171384
860,22819,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1.0,7.79,2813
861,9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2.0,7.79,139013
862,477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13.0,7.79,76913
863,6772,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1.0,7.79,58184
864,2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.79,2688
865,5177,Denpa-teki na Kanojo,"Mystery, School, Thriller",OVA,2.0,7.79,85409
866,2229,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",TV,46.0,7.79,8999
867,6927,Higashi no Eden Soushuuhen: Air Communication,"Comedy, Mystery, Romance",Movie,1.0,7.79,20059
868,4811,Ichigo Mashimaro Encore,"Comedy, Slice of Life",OVA,2.0,7.79,12790
869,13403,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1.0,7.79,46803
870,228,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",TV,26.0,7.79,172415
871,30952,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1.0,7.79,3479
872,24135,Nobunaga Concerto,"Historical, Romance, Shounen",TV,10.0,7.79,25167
873,8795,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",TV,13.0,7.79,157642
874,12021,Poyopoyo Kansatsu Nikki,"Comedy, Seinen, Slice of Life",TV,52.0,7.79,13832
875,17249,Pretty Rhythm: Rainbow Live,"Music, Shoujo, Slice of Life, Sports",TV,51.0,7.79,4838
876,1011,Ranma ½ Super,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",OVA,3.0,7.79,9936
877,18119,Servant x Service,"Comedy, Slice of Life",TV,13.0,7.79,81037
878,2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24.0,7.79,184525
879,6046,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy, Magic, Military",Movie,1.0,7.79,30524
880,9000,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",Movie,1.0,7.79,28857
881,10717,Towa no Quon 6: Towa no Quon,"Action, Super Power, Supernatural",Movie,1.0,7.79,18624
882,31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",TV,13.0,7.78,160972
883,31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","Drama, Fantasy, Romance, Shoujo",OVA,1.0,7.77,20749
884,531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1.0,7.78,33682
885,4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,"Action, Mecha, Military, School, Super Power",OVA,1.0,7.78,23285
886,1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,Special,1.0,7.78,51688
887,4725,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12.0,7.78,145102
888,6637,Higashi no Eden Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,1.0,7.78,87062
889,255,Jungle wa Itsumo Hare nochi Guu Final,"Comedy, Slice of Life",OVA,7.0,7.78,7576
890,10790,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,10.0,7.78,180032
891,23385,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural",Special,1.0,7.78,42344
892,1418,Lupin III: Episode 0 &quot;First Contact&quot;,"Action, Adventure, Comedy, Mystery, Shounen",Special,1.0,7.78,4499
893,14511,Minami-ke Tadaima,"Comedy, School, Slice of Life",TV,13.0,7.78,31394
894,10389,Momo e no Tegami,"Drama, Supernatural",Movie,1.0,7.78,30519
895,7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24.0,7.78,122976
896,31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1.0,7.78,11922
897,32729,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",TV,13.0,7.78,165358
898,2112,Over Drive,"Shounen, Sports",TV,26.0,7.78,28007
899,208,R.O.D OVA,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,3.0,7.78,41701
900,30296,Rakudai Kishi no Cavalry,"Action, Ecchi, Fantasy, Romance, School",TV,12.0,7.78,188685
901,1008,Ranma ½ Specials,"Comedy, Drama, Romance, Shounen",OVA,2.0,7.78,11084
902,65,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12.0,7.78,72645
903,2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7.78,7856
904,3470,Special A,"Comedy, Romance, School, Shoujo",TV,24.0,7.78,173603
905,540,Tenchi Muyou! Ryououki 2nd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6.0,7.78,15837
906,26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22.0,7.78,95859
907,1293,Urusei Yatsura,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195.0,7.78,23020
908,856,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26.0,7.78,91034
909,9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",OVA,3.0,7.77,40176
910,2214,Black Jack 21,"Action, Drama",TV,17.0,7.77,6063
911,32108,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1.0,7.77,30684
912,123,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",TV,52.0,7.77,61622
913,488,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12.0,7.77,46333
914,3603,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror, Shounen, Vampire",Movie,1.0,7.77,8534
915,32268,Koyomimonogatari,"Comedy, Mystery, Supernatural",ONA,12.0,7.77,45632
916,7270,Mobile Suit Gundam 00 Special Edition,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3.0,7.77,7087
917,1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,13.0,7.77,3620
918,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1.0,7.77,37792
919,9745,Sengoku Basara Movie: The Last Party,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1.0,7.77,18267
920,21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,12.0,7.77,143701
921,539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",OVA,6.0,7.77,25902
922,14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13.0,7.77,349836
923,11319,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",TV,12.0,7.77,174026
924,24151,Ao Haru Ride OVA,"Romance, School, Shoujo, Slice of Life",OVA,2.0,7.76,46864
925,997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1.0,7.76,29394
926,24913,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1.0,7.76,20622
927,31478,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",TV,12.0,7.76,187805
928,28479,Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen",Movie,1.0,7.77,8600
929,2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787.0,7.76,14233
930,240,Genshiken,"Comedy, Parody, Slice of Life",TV,12.0,7.76,104258
931,1301,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1.0,7.76,7237
932,18619,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School",OVA,1.0,7.76,16143
933,9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10.0,7.76,49771
934,5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52.0,7.76,144898
935,3731,Itazura na Kiss,"Comedy, Romance, Shoujo",TV,25.0,7.76,136279
936,1412,Lupin III,"Action, Adventure, Comedy, Shounen",TV,23.0,7.76,34373
937,20785,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",TV,26.0,7.76,285317
